# Randomly generate gene expression data
ENSEMBL_Gene_ID	fold_changes	adjusted_p_values	gene_length	chromosome
ENSG0000008952	-2.1274996056461406	0.2251	22957	Chr17
ENSG0000008953	-5.356140963659933	0.7773	24750	Chr12
ENSG0000008954	-2.285468848230238	0.3431	89693	Chr21
ENSG0000008955	5.561105868235639	0.98	18461	Chr7
ENSG0000008956	-7.430642078878895	0.6225	8727	Chr22
ENSG0000008957	1.0204917884882696	0.315	16583	Chr5
ENSG0000008958	-8.290539406585575	0.2855	19399	Chr7
ENSG0000008959	-1.950711002333794	0.1075	44367	Chr12
ENSG0000008960	-0.37253486398758506	0.0827	58278	Chr3
ENSG0000008961	-3.766103798862599	0.6495	25708	Chr4
ENSG0000008962	4.702383082685258	0.9533	97649	Chr3
ENSG0000008963	2.045343842825745	0.5272	19579	Chr4
ENSG0000008964	3.7745828176486067	0.3419	22636	Chr12
ENSG0000008965	3.616691722877115	0.8031	6435	Chr13
ENSG0000008966	-7.066335483310259	0.1979	50006	Chr17
ENSG0000008967	-7.816529732141423	0.4578	75200	Chr12
ENSG0000008968	-2.818847369730588	0.4739	43444	Chr17
ENSG0000008969	3.443879324611958	0.1483	122022	Chr19
ENSG0000008970	7.760293743251804	0.0101	26464	Chr17
ENSG0000008971	-1.2115300200591452	0.0302	37182	Chr13
ENSG0000008972	2.449010139085441	0.5851	37958	Chr8
ENSG0000008973	-4.410362946026526	0.1886	10976	Chr5
ENSG0000008974	0.3018712456210596	0.0892	5584	Chr22
ENSG0000008975	0.40180225722346946	0.5087	46504	Chr14
ENSG0000008976	2.298832040483711	0.117	20709	Chr10
ENSG0000008977	2.6544478950466353	0.3579	14572	Chr8
ENSG0000008978	4.883096704267848	0.1649	12246	Chr2
ENSG0000008979	1.147327208832185	0.8456	13001	Chr19
ENSG0000008980	-5.737016783532921	0.1861	31225	Chr23
ENSG0000008981	-0.12241809891135852	0.9829	63688	Chr18
ENSG0000008982	-0.6295178406384973	0.3636	1810	Chr3
ENSG0000008983	3.4221488613614532	0.4633	16618	Chr3
ENSG0000008984	7.072725244978878	0.0653	10233	Chr1
ENSG0000008985	-6.002895400744582	0.3182	72663	Chr5
ENSG0000008986	3.515191300194247	0.5499	5995	Chr17
ENSG0000008987	-1.5107606117330965	0.4262	119994	Chr3
ENSG0000008988	-0.05910024975665145	0.8658	15738	Chr18
ENSG0000008989	-0.38987752744616466	0.4553	46180	Chr6
ENSG0000008990	-3.408789635230166	0.044	2216	Chr23
ENSG0000008991	0.138263520164634	0.9992	42969	Chr5
ENSG0000008992	4.923778564335401	0.9643	15022	Chr2
ENSG0000008993	-1.2878556515391142	0.9343	39773	Chr1
ENSG0000008994	-9.302613862085387	0.3412	85813	Chr15
ENSG0000008995	-2.5280382686862346	0.046	11216	Chr5
ENSG0000008996	2.373631345833867	0.9771	64296	Chr15
ENSG0000008997	1.2864471058047284	0.7242	2608	Chr23
ENSG0000008998	-3.016674692203627	0.8686	11944	Chr12
ENSG0000008999	-2.703719749344816	0.8061	85567	Chr10
ENSG0000009000	4.529011684191771	0.1819	20810	Chr13
ENSG0000009001	-4.339037134372251	0.836	31157	Chr7
ENSG0000009002	-0.36911305404609324	0.3291	19860	Chr14
ENSG0000009003	-5.341196577656565	0.6483	45749	Chr6
ENSG0000009004	-4.78864419355766	0.4706	43253	Chr2
ENSG0000009005	2.0069074216293705	0.118	5689	Chr4
ENSG0000009006	-7.851504218772467	0.1626	56231	Chr3
ENSG0000009007	1.1377271342111783	0.2605	121555	Chr14
ENSG0000009008	-0.09800993930336019	0.4185	40302	Chr9
ENSG0000009009	2.1604440977383788	0.9704	42849	Chr4
ENSG0000009010	-11.138504503834135	0.4981	5974	Chr11
ENSG0000009011	-1.4218328447267514	0.9823	24332	Chr5
ENSG0000009012	-4.068752213779785	0.8329	51758	Chr12
ENSG0000009013	5.06954622608353	0.4142	44302	Chr1
ENSG0000009014	2.7157705647365136	0.3454	62138	Chr4
ENSG0000009015	-4.329448281198324	0.7047	7270	Chr13
ENSG0000009016	3.65502112091421	0.5686	23582	Chr11
ENSG0000009017	-5.668159751784161	0.6145	2393	Chr10
ENSG0000009018	2.863153241055827	0.4091	5596	Chr2
ENSG0000009019	-3.4750243321301117	0.3655	6999	Chr23
ENSG0000009020	-1.2895461942231015	0.9638	2104	Chr21
ENSG0000009021	-0.9166717014939882	0.7566	62311	Chr16
ENSG0000009022	-2.820952073510802	0.9566	60983	Chr21
ENSG0000009023	2.358268713999865	0.8032	35240	Chr20
ENSG0000009024	0.9816296278047993	0.4611	151672	Chr16
ENSG0000009025	-1.1991011233211128	0.705	54642	Chr16
ENSG0000009026	-1.5629775620813118	0.0256	2558	Chr5
ENSG0000009027	-6.710684275658818	0.8679	29137	Chr9
ENSG0000009028	-0.45261811167423127	0.9014	24379	Chr4
ENSG0000009029	1.4298498961758743	0.6131	86047	Chr18
ENSG0000009030	-2.370369739728042	0.8549	9773	Chr7
ENSG0000009031	10.57357723168696	0.0492	12952	Chr12
ENSG0000009032	4.608457235259898	0.892	84498	Chr11
ENSG0000009033	-7.158666618570399	0.8512	71263	Chr21
ENSG0000009034	6.9529779204564415	0.64	19859	Chr4
ENSG0000009035	6.5824542650635385	0.077	50469	Chr10
ENSG0000009036	-0.36513913389869224	0.5355	82220	Chr15
ENSG0000009037	-2.441235946530193	0.7667	6582	Chr13
ENSG0000009038	1.5041694094569535	0.9739	77978	Chr21
ENSG0000009039	2.8769778482899793	0.9584	53836	Chr10
ENSG0000009040	-2.7394086399160527	0.4346	39294	Chr18
ENSG0000009041	-8.112410849231631	0.4194	66555	Chr16
ENSG0000009042	-2.221231484786438	0.9983	39838	Chr10
ENSG0000009043	-8.864778797892626	0.4352	36969	Chr21
ENSG0000009044	2.25997685544042	0.2911	6693	Chr13
ENSG0000009045	7.1875583899513185	0.2561	29421	Chr9
ENSG0000009046	2.114925560495002	0.2955	56417	Chr16
ENSG0000009047	0.7316687804375601	0.1288	6393	Chr22
ENSG0000009048	-2.4193757937839555	0.2397	13605	Chr10
ENSG0000009049	7.782317042352192	0.2798	57409	Chr2
ENSG0000009050	3.9293116684442526	0.8044	31090	Chr17
ENSG0000009051	-2.0576439923462724	0.1177	22079	Chr12
ENSG0000009052	-5.7050739725039765	0.9031	38557	Chr4
ENSG0000009053	-3.242738439540555	0.4391	43633	Chr9
ENSG0000009054	4.318913766218219	0.0002	20163	Chr5
ENSG0000009055	5.7847125822760805	0.0888	30131	Chr5
ENSG0000009056	-9.627680213294685	0.5607	47813	Chr20
ENSG0000009057	11.21580869401104	0.8705	59497	Chr18
ENSG0000009058	-1.038303786027195	0.7981	68252	Chr10
ENSG0000009059	-0.18871271369550607	0.9317	26482	Chr2
ENSG0000009060	-5.379609915464255	0.9261	29494	Chr20
ENSG0000009061	13.535558883982912	0.5768	127849	Chr17
ENSG0000009062	-0.9712883716249485	0.6637	76912	Chr22
ENSG0000009063	-6.0147944818812675	0.7636	7527	Chr12
ENSG0000009064	-1.3906710861570104	0.2471	4606	Chr11
ENSG0000009065	0.8803578787263517	0.1323	16767	Chr8
ENSG0000009066	0.05491554609215931	0.1904	33537	Chr20
ENSG0000009067	-5.586928540279398	0.6577	58837	Chr2
ENSG0000009068	4.230054946995704	0.5739	24738	Chr16
ENSG0000009069	3.661789133388779	0.0343	6317	Chr14
ENSG0000009070	3.293917080611105	0.7885	27808	Chr16
ENSG0000009071	3.115944675222653	0.1383	6809	Chr9
ENSG0000009072	2.989092923374014	0.1472	32502	Chr9
ENSG0000009073	1.2451832081361314	0.4407	19460	Chr7
ENSG0000009074	1.1552103039598747	0.6574	38111	Chr13
ENSG0000009075	3.1605333555644983	0.2199	60372	Chr23
ENSG0000009076	0.9750394494774633	0.0772	11362	Chr2
ENSG0000009077	-0.13068557674990752	0.6529	20040	Chr2
ENSG0000009078	7.173245285671466	0.0477	46914	Chr4
ENSG0000009079	2.423001838600369	0.4278	3693	Chr22
ENSG0000009080	-0.6759615852393661	0.7134	563	Chr10
ENSG0000009081	-4.030653418662508	0.7799	39335	Chr20
ENSG0000009082	2.3786769105201024	0.4443	22396	Chr6
ENSG0000009083	2.553692319934777	0.9212	2336	Chr5
ENSG0000009084	1.471387349893247	0.3981	42301	Chr16
ENSG0000009085	2.6116956927680524	0.9365	29219	Chr17
ENSG0000009086	-4.767564175591708	0.1626	71915	Chr5
ENSG0000009087	-7.5646716674192	0.4653	19073	Chr15
ENSG0000009088	7.644068888228034	0.5933	52824	Chr7
ENSG0000009089	-5.6221095397056775	0.7386	68480	Chr8
ENSG0000009090	-6.829423093614175	0.008	33468	Chr17
ENSG0000009091	2.2452138622014397	0.0302	44123	Chr13
ENSG0000009092	4.1207468751967475	0.9977	63882	Chr9
ENSG0000009093	-1.861695148186075	0.2379	108480	Chr9
ENSG0000009094	4.643017601310573	0.2511	37915	Chr19
ENSG0000009095	-1.624560684587216	0.072	5284	Chr8
ENSG0000009096	-0.16536645150672272	0.7563	27159	Chr3
ENSG0000009097	-2.629276113314325	0.8424	55688	Chr12
ENSG0000009098	-0.9029444170090319	0.1132	76804	Chr3
ENSG0000009099	-5.4262558396853375	0.6358	75913	Chr10
ENSG0000009100	-0.3294084316905687	0.0912	36218	Chr23
ENSG0000009101	5.150287493100939	0.1822	15722	Chr5
ENSG0000009102	-2.7051604408474565	0.4152	993	Chr7
ENSG0000009103	0.7577185683951508	0.4503	39449	Chr17
ENSG0000009104	8.498033666215491	0.8073	22157	Chr2
ENSG0000009105	-1.347401820566011	0.4893	30083	Chr6
ENSG0000009106	-0.776664511792474	0.6191	4675	Chr11
ENSG0000009107	3.6508738396860565	0.3286	97699	Chr16
ENSG0000009108	-2.502270479648972	0.0957	46294	Chr9
ENSG0000009109	-1.445393650828618	0.1496	12546	Chr1
ENSG0000009110	-3.9217532467458636	0.3876	814	Chr18
ENSG0000009111	8.749028236420491	0.0641	22550	Chr9
ENSG0000009112	2.0166961538240957	0.9675	44896	Chr17
ENSG0000009113	-4.422607873679192	0.9294	33007	Chr11
ENSG0000009114	1.316270212249645	0.2741	48110	Chr7
ENSG0000009115	10.777094055078038	0.1824	118304	Chr13
ENSG0000009116	-7.801334117231843	0.3034	24180	Chr9
ENSG0000009117	-6.499194428630679	0.953	52497	Chr19
ENSG0000009118	-3.0643180629033875	0.7583	81635	Chr20
ENSG0000009119	2.3802436130479605	0.0904	20744	Chr16
ENSG0000009120	0.6294229383675762	0.6813	33490	Chr17
ENSG0000009121	7.821057611309468	0.2459	7053	Chr21
ENSG0000009122	7.764953777751162	0.0866	10938	Chr13
ENSG0000009123	-8.735714116738103	0.6977	142178	Chr7
ENSG0000009124	3.396208862767219	0.7222	52769	Chr19
ENSG0000009125	1.2181728510552263	0.2635	50313	Chr2
ENSG0000009126	5.610048637612724	0.6431	10829	Chr12
ENSG0000009127	-0.9808713519165999	0.4924	2820	Chr10
ENSG0000009128	-3.054708406011372	0.0124	40413	Chr22
ENSG0000009129	1.405873628709557	0.6929	93185	Chr4
ENSG0000009130	0.900112619086513	0.4313	34883	Chr12
ENSG0000009131	-2.5389921680385266	0.4932	40992	Chr21
ENSG0000009132	0.7967868551959976	0.3803	45554	Chr12
ENSG0000009133	-0.022352323417729154	0.2906	64900	Chr10
ENSG0000009134	-1.994881242894311	0.3321	28055	Chr20
ENSG0000009135	-0.037089498775364625	0.0388	80979	Chr12
ENSG0000009136	0.27083840495209516	0.2677	56570	Chr6
ENSG0000009137	-2.8331812919173776	0.3394	13535	Chr7
ENSG0000009138	-7.431318444518044	0.2216	68113	Chr3
ENSG0000009139	9.432825358439725	0.7056	116	Chr11
ENSG0000009140	-0.5195792097543366	0.5731	13488	Chr22
ENSG0000009141	-1.439665766944399	0.192	23044	Chr21
ENSG0000009142	1.700128328346089	0.2159	11055	Chr5
ENSG0000009143	-0.9242194009058728	0.7876	47604	Chr18
ENSG0000009144	5.366409794674364	0.6463	19793	Chr12
ENSG0000009145	-0.0626473003385934	0.0775	24354	Chr16
ENSG0000009146	-1.8656325545801313	0.3992	20130	Chr17
ENSG0000009147	-2.9308223119311556	0.148	70312	Chr15
ENSG0000009148	-1.2763107715605209	0.2226	24073	Chr22
ENSG0000009149	4.189189166753235	0.4434	70914	Chr1
ENSG0000009150	-0.08164024609523257	0.2281	9966	Chr3
ENSG0000009151	2.5964771335647026	0.3888	27394	Chr18
ENSG0000009152	-2.988973603813374	0.1617	9939	Chr16
ENSG0000009153	4.861666583491767	0.3715	4424	Chr22
ENSG0000009154	-4.397344376002109	0.1662	21311	Chr10
ENSG0000009155	0.43993660559533826	0.6956	120019	Chr12
ENSG0000009156	-1.4203559869845075	0.8413	4174	Chr7
ENSG0000009157	-2.2227678947986624	0.1637	21667	Chr14
ENSG0000009158	-0.443219292128515	0.3954	53871	Chr21
ENSG0000009159	3.286873552311743	0.4848	48219	Chr16
ENSG0000009160	-9.209203779728028	0.7368	20474	Chr17
ENSG0000009161	6.4410304098674676	0.2144	65705	Chr23
ENSG0000009162	4.091276204752391	0.7944	77765	Chr17
ENSG0000009163	-12.356837929627753	0.5659	53578	Chr23
ENSG0000009164	-0.48583416044807565	0.0793	12966	Chr3
ENSG0000009165	-1.2020122442901422	0.9684	43077	Chr1
ENSG0000009166	4.792048159295259	0.4739	31618	Chr17
ENSG0000009167	0.3168480480114939	0.72	131142	Chr6
ENSG0000009168	-1.2863892711853153	0.0816	16855	Chr3
ENSG0000009169	10.192364010219093	0.018	34485	Chr4
ENSG0000009170	-4.189815293351215	0.6217	157424	Chr22
ENSG0000009171	-1.390632273939819	0.9461	34338	Chr1
ENSG0000009172	2.8921861303769196	0.3455	76960	Chr23
ENSG0000009173	-4.777225758767016	0.1125	11185	Chr19
ENSG0000009174	-3.9433890004110754	0.8278	24211	Chr17
ENSG0000009175	-3.1447891537860073	0.3956	35210	Chr8
ENSG0000009176	-3.5720163893658574	0.9509	29469	Chr17
ENSG0000009177	8.468497904635445	0.2003	20741	Chr16
ENSG0000009178	1.1590661584487951	0.824	29370	Chr3
ENSG0000009179	-3.4116110937931388	0.2722	53125	Chr8
ENSG0000009180	-9.161855487311	0.3537	93142	Chr4
ENSG0000009181	2.4915948570377475	0.6836	52887	Chr3
ENSG0000009182	-4.778057253760464	0.4581	68392	Chr5
ENSG0000009183	-4.209741465786983	0.1808	77586	Chr20
ENSG0000009184	5.810797854074553	0.423	48252	Chr17
ENSG0000009185	1.1630769854339882	0.6735	46806	Chr20
ENSG0000009186	2.7559392777324216	0.5007	22398	Chr5
ENSG0000009187	-3.623611339832751	0.9541	15803	Chr2
ENSG0000009188	3.164820813386729	0.7534	38360	Chr14
ENSG0000009189	3.4953086714083996	0.845	73875	Chr19
ENSG0000009190	6.15277158001938	0.8413	28532	Chr22
ENSG0000009191	4.868490029287457	0.0722	45755	Chr19
ENSG0000009192	2.214810507318054	0.0255	62395	Chr11
ENSG0000009193	-7.093740609590374	0.7077	8213	Chr12
ENSG0000009194	-3.9151721727815487	0.7918	19339	Chr9
ENSG0000009195	-5.360640075523313	0.6439	26812	Chr21
ENSG0000009196	-9.702029197590717	0.3347	85867	Chr21
ENSG0000009197	2.819192092396255	0.7472	53763	Chr2
ENSG0000009198	-7.258176528275786	0.5425	5448	Chr5
ENSG0000009199	3.7271653268905105	0.8635	88448	Chr14
ENSG0000009200	-0.8765817370400095	0.4413	26400	Chr15
ENSG0000009201	5.018202199968913	0.0131	9372	Chr16
ENSG0000009202	-3.9613077646159454	0.8764	34853	Chr3
ENSG0000009203	0.03558383774701589	0.2133	57155	Chr14
ENSG0000009204	11.74692974833006	0.2223	9705	Chr11
ENSG0000009205	3.2127268481544173	0.9331	3606	Chr1
ENSG0000009206	-1.0101392667254354	0.6762	44815	Chr19
ENSG0000009207	2.975285666384069	0.0467	49305	Chr10
ENSG0000009208	-1.699929429143547	0.5268	44235	Chr10
ENSG0000009209	1.5132766640033108	0.0003	2306	Chr18
ENSG0000009210	-5.826156152219641	0.1579	25576	Chr16
ENSG0000009211	-2.7987356483838988	0.9749	66143	Chr14
ENSG0000009212	3.5172607719316256	0.5323	7999	Chr22
ENSG0000009213	-2.8858786946768458	0.5972	42101	Chr15
ENSG0000009214	2.0913252325851213	0.8973	41705	Chr18
ENSG0000009215	5.6442673371138845	0.8982	21472	Chr3
ENSG0000009216	-4.557120539742752	0.2825	64107	Chr2
ENSG0000009217	8.490015319699967	0.3452	41884	Chr15
ENSG0000009218	-0.391213196637085	0.6154	29344	Chr22
ENSG0000009219	6.712117589548464	0.1023	26447	Chr9
ENSG0000009220	2.258060512825285	0.3712	48429	Chr22
ENSG0000009221	4.539190977066539	0.9685	141489	Chr1
ENSG0000009222	-0.0987853926589116	0.0751	41813	Chr21
ENSG0000009223	-1.713976371557121	0.3814	8168	Chr1
ENSG0000009224	-1.3748337152705141	0.8447	3703	Chr23
ENSG0000009225	-3.7985632918691574	0.2184	56260	Chr10
ENSG0000009226	0.04371794341485773	0.4958	7715	Chr10
ENSG0000009227	-6.8618480942046745	0.4718	29557	Chr23
ENSG0000009228	2.156163936954857	0.1496	2013	Chr9
ENSG0000009229	-2.745588991646649	0.4576	41376	Chr12
ENSG0000009230	-0.13131147930184503	0.7835	15004	Chr11
ENSG0000009231	1.0272268667681281	0.166	58932	Chr12
ENSG0000009232	8.572145284483142	0.1189	25618	Chr17
ENSG0000009233	8.947412956997123	0.7014	45794	Chr21
ENSG0000009234	3.9964796999028636	0.2885	26494	Chr17
ENSG0000009235	3.7221406951914076	0.9765	19879	Chr11
ENSG0000009236	-0.11491001200423329	0.9431	94721	Chr8
ENSG0000009237	-4.170807583582262	0.7777	31699	Chr13
ENSG0000009238	-1.6770899902575773	0.4804	24288	Chr1
ENSG0000009239	-5.241999165334618	0.1279	33932	Chr8
ENSG0000009240	-0.7953544098025975	0.21	4597	Chr16
ENSG0000009241	-2.941363239487828	0.3962	25616	Chr11
ENSG0000009242	-1.4434980919773284	0.0927	56790	Chr13
ENSG0000009243	-0.5393731693284344	0.9355	32735	Chr7
ENSG0000009244	11.138929095142345	0.7773	41017	Chr21
ENSG0000009245	0.734737873683317	0.2207	84181	Chr20
ENSG0000009246	6.053780602001152	0.3803	53237	Chr7
ENSG0000009247	-0.9958508131358235	0.2439	35158	Chr1
ENSG0000009248	-0.31286685540146153	0.2091	64540	Chr23
ENSG0000009249	-12.064627384536895	0.2722	3631	Chr14
ENSG0000009250	2.9896415636330143	0.0403	64703	Chr15
ENSG0000009251	1.2194518314528344	0.7173	7686	Chr20
ENSG0000009252	4.8810080492165495	0.2272	19353	Chr18
ENSG0000009253	1.6703731160573865	0.8054	45360	Chr1
ENSG0000009254	-0.6100297777748465	0.3689	46408	Chr7
ENSG0000009255	-5.850681361192662	0.5142	72291	Chr15
ENSG0000009256	0.04482771178100216	0.2499	21183	Chr22
ENSG0000009257	16.866296995520422	0.6066	35761	Chr12
ENSG0000009258	-0.1550790435327604	0.8021	111938	Chr17
ENSG0000009259	2.300491730352044	0.4962	34185	Chr4
ENSG0000009260	-1.0330585758108608	0.2014	17906	Chr15
ENSG0000009261	9.645206751750226	0.5521	9500	Chr10
ENSG0000009262	-4.658497510411806	0.1012	19207	Chr2
ENSG0000009263	-6.376973743228106	0.4419	46347	Chr3
ENSG0000009264	5.96916203367961	0.289	81208	Chr23
ENSG0000009265	2.469063876895901	0.5945	32340	Chr11
ENSG0000009266	-5.952327335849449	0.2464	23685	Chr14
ENSG0000009267	5.671403521265739	0.417	83791	Chr1
ENSG0000009268	-1.446351559987038	0.9608	41236	Chr2
ENSG0000009269	-3.4833644576767666	0.4927	19835	Chr4
ENSG0000009270	0.46648086983887893	0.4239	3956	Chr20
ENSG0000009271	-2.770181415038145	0.5045	10866	Chr17
ENSG0000009272	3.534596598882594	0.2845	63768	Chr5
ENSG0000009273	-1.9357387917008286	0.6192	15380	Chr6
ENSG0000009274	-9.845465494256352	0.7459	9548	Chr8
ENSG0000009275	0.6239908644376495	0.3331	50943	Chr22
ENSG0000009276	-4.519132490548951	0.3821	90385	Chr2
ENSG0000009277	-7.724923082912701	0.8491	13097	Chr14
ENSG0000009278	3.0272650675486075	0.5407	38210	Chr1
ENSG0000009279	-5.170991773773178	0.5352	18266	Chr4
ENSG0000009280	0.8694100520467043	0.8184	80660	Chr18
ENSG0000009281	-8.060304630333537	0.7967	30521	Chr7
ENSG0000009282	0.5760604290310505	0.9793	7600	Chr22
ENSG0000009283	3.2173030020764566	0.7587	55062	Chr8
ENSG0000009284	-1.3801152161210255	0.9349	7408	Chr5
ENSG0000009285	7.680503799440885	0.7161	2863	Chr8
ENSG0000009286	0.4625826464083117	0.5852	2016	Chr14
ENSG0000009287	3.1296008218807048	0.1655	9628	Chr8
ENSG0000009288	6.621839015589591	0.3124	725	Chr22
ENSG0000009289	-8.923522806965607	0.3035	58861	Chr14
ENSG0000009290	2.4658930695070165	0.2486	5132	Chr2
ENSG0000009291	-3.5669187611362774	0.2813	44028	Chr9
ENSG0000009292	3.824839211615298	0.5126	14121	Chr6
ENSG0000009293	-4.954011835099604	0.148	32056	Chr11
ENSG0000009294	-10.978587085906096	0.875	22876	Chr12
ENSG0000009295	4.494435548373595	0.8918	10149	Chr6
ENSG0000009296	-4.722200401217833	0.9861	84136	Chr13
ENSG0000009297	7.475432258965777	0.0481	133472	Chr23
ENSG0000009298	-2.616157202267054	0.9815	46553	Chr12
ENSG0000009299	1.0455524650810102	0.7023	77265	Chr15
ENSG0000009300	1.2489592116990256	0.0492	93556	Chr11
ENSG0000009301	0.535534518066229	0.9107	59746	Chr6
ENSG0000009302	-2.751307858237593	0.8955	27134	Chr1
ENSG0000009303	2.896191263053616	0.4396	18734	Chr4
ENSG0000009304	4.818787037810505	0.3272	8028	Chr15
ENSG0000009305	4.923420663637705	0.7668	59301	Chr14
ENSG0000009306	-1.1078324751723	0.6148	6506	Chr20
ENSG0000009307	3.1773554171361287	0.7413	72193	Chr17
ENSG0000009308	0.8059635143432435	0.3466	18469	Chr7
ENSG0000009309	3.255755330968593	0.7565	55862	Chr20
ENSG0000009310	-0.8610324389599064	0.0988	20821	Chr20
ENSG0000009311	5.822418394563473	0.0399	106318	Chr19
ENSG0000009312	3.3817275942286305	0.6699	266	Chr11
ENSG0000009313	3.3693803446875084	0.0617	65512	Chr12
ENSG0000009314	2.224416383188877	0.018	87256	Chr19
ENSG0000009315	1.4708191164610838	0.0331	8200	Chr5
ENSG0000009316	13.669703457361235	0.7333	9865	Chr1
ENSG0000009317	-1.3583961044862989	0.7182	88996	Chr19
ENSG0000009318	7.2394875098914735	0.0886	11398	Chr16
ENSG0000009319	0.5832162411041564	0.4229	35905	Chr2
ENSG0000009320	6.060081846438802	0.9345	9766	Chr23
ENSG0000009321	3.638890284639243	0.6679	3361	Chr18
ENSG0000009322	3.1037053914528623	0.3447	21951	Chr3
ENSG0000009323	-13.991875844420916	0.7268	82913	Chr6
ENSG0000009324	3.1284722732999306	0.763	83989	Chr17
ENSG0000009325	-0.6917415962217668	0.5157	22413	Chr12
ENSG0000009326	-6.577260802521609	0.2665	1445	Chr19
ENSG0000009327	12.390380699793312	0.2237	87473	Chr23
ENSG0000009328	6.999774066655674	0.7372	49284	Chr14
ENSG0000009329	-10.89367040504971	0.2635	44202	Chr5
ENSG0000009330	5.439752467035018	0.1515	43416	Chr4
ENSG0000009331	1.5796718217001504	0.9771	3563	Chr19
ENSG0000009332	-1.88521734983938	0.6476	15314	Chr5
ENSG0000009333	0.42870572330721113	0.5528	52677	Chr10
ENSG0000009334	-7.9462663740692365	0.8217	115835	Chr4
ENSG0000009335	4.035681414718917	0.6074	11820	Chr10
ENSG0000009336	2.936016536921109	0.3986	19494	Chr11
ENSG0000009337	9.154128182817917	0.5096	40975	Chr23
ENSG0000009338	1.8511525777558813	0.9979	32056	Chr2
ENSG0000009339	-9.01062309674433	0.3281	7136	Chr4
ENSG0000009340	-7.871413095412975	0.4019	12073	Chr15
ENSG0000009341	-2.1210345723695676	0.2859	30387	Chr15
ENSG0000009342	-2.3339970267870145	0.0228	66741	Chr8
ENSG0000009343	-1.6644900453204767	0.3521	28279	Chr15
ENSG0000009344	-9.34328603181445	0.231	17714	Chr11
ENSG0000009345	-2.2615659061547992	0.0404	25372	Chr22
ENSG0000009346	2.2369468342470076	0.3902	39451	Chr10
ENSG0000009347	-3.0738788179384886	0.4358	42205	Chr8
ENSG0000009348	7.402150325664393	0.9811	14844	Chr9
ENSG0000009349	1.0171764106978505	0.2208	43501	Chr15
ENSG0000009350	2.816741765575481	0.9319	27184	Chr16
ENSG0000009351	4.907530102077151	0.5987	19853	Chr3
ENSG0000009352	-7.303895297984081	0.9948	1550	Chr2
ENSG0000009353	6.405882002189466	0.631	21517	Chr19
ENSG0000009354	-1.110973572668871	0.0062	17640	Chr19
ENSG0000009355	3.744013428418034	0.8808	84585	Chr20
ENSG0000009356	14.940244928905383	0.1164	62970	Chr3
ENSG0000009357	6.172082722037999	0.4946	22227	Chr2
ENSG0000009358	-0.9975727166708872	0.4161	37298	Chr18
ENSG0000009359	-8.319767957812443	0.9166	16541	Chr10
