# Randomly generate gene expression data
ENSEMBL_Gene_ID	fold_change	adjusted_p_value	gene_length	chromosome
ENSG0000004651	-7.534110175112209	0.281	6244	Chr9
ENSG0000004652	-6.959716836910761	0.9096	39583	Chr4
ENSG0000004653	-3.610323867030379	0.8016	24662	Chr9
ENSG0000004654	0.5671621441999497	0.6491	22007	Chr12
ENSG0000004655	0.43773273460756823	0.6782	124715	Chr7
ENSG0000004656	-8.280644781781278	0.3049	72050	Chr8
ENSG0000004657	0.7406074546998821	0.0801	7591	Chr5
ENSG0000004658	2.0815348149259565	0.3511	47079	Chr13
ENSG0000004659	4.9033414232328525	0.3345	522	Chr21
ENSG0000004660	0.27975150250452324	0.0676	14152	Chr3
ENSG0000004661	5.539891230227028	0.6729	135415	Chr11
ENSG0000004662	-1.435528063188768	0.5155	1133	Chr4
ENSG0000004663	-0.8780991455760269	0.8114	23389	Chr9
ENSG0000004664	-4.150375078260147	0.5582	159180	Chr8
ENSG0000004665	5.09770065098701	0.883	77111	Chr22
ENSG0000004666	2.9016012227296875	0.7168	18786	Chr21
ENSG0000004667	0.4282369192014907	0.5348	20031	Chr16
ENSG0000004668	-3.9452104923453097	0.4373	49225	Chr22
ENSG0000004669	-6.518576752788467	0.9297	29699	Chr3
ENSG0000004670	0.3489972522326587	0.8663	93144	Chr16
ENSG0000004671	-3.416056502061993	0.5617	37536	Chr12
ENSG0000004672	-7.493753108626918	0.6866	6746	Chr6
ENSG0000004673	1.8936998453188447	0.2432	4830	Chr8
ENSG0000004674	-7.262064527083498	0.7583	19518	Chr14
ENSG0000004675	-6.0056574956925965	0.0803	75083	Chr11
ENSG0000004676	7.826865148797918	0.2321	4486	Chr22
ENSG0000004677	3.386758399130285	0.9772	21583	Chr13
ENSG0000004678	1.4430094963477131	0.9298	78064	Chr15
ENSG0000004679	0.8367540032582308	0.1665	55121	Chr4
ENSG0000004680	2.4419805002892443	0.2492	88975	Chr16
ENSG0000004681	0.5008763420825799	0.4007	2863	Chr17
ENSG0000004682	-3.4931311256173103	0.36	47675	Chr1
ENSG0000004683	-3.0128278695237527	0.9094	15293	Chr11
ENSG0000004684	-2.7107665326027206	0.5319	105086	Chr10
ENSG0000004685	4.828087405994236	0.0646	1933	Chr20
ENSG0000004686	-3.428009622628654	0.1897	35826	Chr21
ENSG0000004687	1.9090860838170596	0.2841	43444	Chr12
ENSG0000004688	2.5040093064119366	0.9421	62794	Chr6
ENSG0000004689	4.617920644377972	0.0561	60345	Chr2
ENSG0000004690	1.3862136365808653	0.1135	33798	Chr1
ENSG0000004691	2.644902851667971	0.307	78260	Chr13
ENSG0000004692	4.275134086886721	0.2854	30728	Chr14
ENSG0000004693	9.740342535221819	0.4057	37883	Chr3
ENSG0000004694	0.17007037191541752	0.9865	70532	Chr1
ENSG0000004695	-0.6344841020597869	0.6976	38770	Chr18
ENSG0000004696	0.6879938855491583	0.4771	80332	Chr19
ENSG0000004697	-1.9783744486431503	0.2616	26389	Chr21
ENSG0000004698	-6.284381363346111	0.5959	19424	Chr12
ENSG0000004699	-0.0431631293494774	0.4005	63961	Chr2
ENSG0000004700	4.178844143888659	0.521	11537	Chr16
ENSG0000004701	1.5135057774960028	0.0411	19195	Chr16
ENSG0000004702	-0.9744394181475999	0.9394	40085	Chr14
ENSG0000004703	14.442948201047018	0.7069	19022	Chr6
ENSG0000004704	-9.462492172141573	0.0627	50748	Chr3
ENSG0000004705	-1.428862048027857	0.1771	34944	Chr8
ENSG0000004706	-1.3987495879612457	0.4502	25571	Chr4
ENSG0000004707	-12.772309832600051	0.7323	29325	Chr21
ENSG0000004708	2.5789662815325847	0.9786	141985	Chr13
ENSG0000004709	-4.731893227222742	0.5649	42985	Chr12
ENSG0000004710	-3.7759373087651977	0.3412	13232	Chr10
ENSG0000004711	-4.584234078665702	0.9809	16226	Chr14
ENSG0000004712	-1.024158775697632	0.3166	86943	Chr18
ENSG0000004713	2.1203105816982157	0.326	41180	Chr7
ENSG0000004714	0.09353796171270892	0.1398	44543	Chr17
ENSG0000004715	-6.162748439163081	0.7947	103549	Chr13
ENSG0000004716	2.047644778748838	0.6735	4897	Chr22
ENSG0000004717	5.01091534700862	0.3782	54570	Chr19
ENSG0000004718	1.9909059687950756	0.1866	64486	Chr10
ENSG0000004719	-9.70184833626634	0.0936	831	Chr19
ENSG0000004720	-9.713772983216149	0.9234	3472	Chr13
ENSG0000004721	-0.8631406565237044	0.6336	4724	Chr2
ENSG0000004722	1.028713794636433	0.5879	72754	Chr11
ENSG0000004723	-2.468355551006163	0.311	89346	Chr9
ENSG0000004724	-4.547729631027844	0.8223	41401	Chr10
ENSG0000004725	-9.34355586668745	0.3774	32749	Chr11
ENSG0000004726	-7.908463734714523	0.9163	53862	Chr6
ENSG0000004727	-9.541177288458266	0.4704	20636	Chr21
ENSG0000004728	0.07303335475794293	0.5578	6701	Chr5
ENSG0000004729	-5.5275307681338814	0.0263	51902	Chr4
ENSG0000004730	1.4823839986467195	0.9881	14507	Chr13
ENSG0000004731	1.9802156456232531	0.5553	43071	Chr17
ENSG0000004732	-2.263386947175718	0.8803	229	Chr3
ENSG0000004733	2.3835438335336154	0.2451	59824	Chr10
ENSG0000004734	7.937387550536136	0.9155	23164	Chr7
ENSG0000004735	-1.411658735518244	0.177	26337	Chr5
ENSG0000004736	-0.3674257404094375	0.7207	8561	Chr6
ENSG0000004737	4.923983344542206	0.8706	28268	Chr15
ENSG0000004738	-2.854594016119651	0.3744	56199	Chr23
ENSG0000004739	2.5887742368331477	0.8338	21423	Chr14
ENSG0000004740	-9.710386964904114	0.4877	21419	Chr12
ENSG0000004741	5.193041786380018	0.1502	11839	Chr4
ENSG0000004742	-5.064050108610568	0.6826	66646	Chr13
ENSG0000004743	3.307240869950301	0.3057	11272	Chr16
ENSG0000004744	-11.588296339821484	0.6514	105559	Chr21
ENSG0000004745	-2.450189693360633	0.5625	52487	Chr15
ENSG0000004746	7.9804031204532935	0.7305	30685	Chr17
ENSG0000004747	7.975136584399385	0.6111	8682	Chr3
ENSG0000004748	3.002419175449375	0.2381	26444	Chr18
ENSG0000004749	-3.4889438825560104	0.2857	25469	Chr12
ENSG0000004750	-3.179132640225739	0.0074	18732	Chr7
ENSG0000004751	-5.121681812953362	0.5126	79685	Chr9
ENSG0000004752	-3.843018057799878	0.7113	37389	Chr1
ENSG0000004753	-2.849907591332807	0.5031	7113	Chr6
ENSG0000004754	-0.5031232000715244	0.1934	66947	Chr6
ENSG0000004755	3.835293054163416	0.9214	9516	Chr13
ENSG0000004756	-5.633531894450209	0.7473	15860	Chr19
ENSG0000004757	4.947293153589939	0.9108	14746	Chr14
ENSG0000004758	3.7238243579006607	0.0092	99007	Chr16
ENSG0000004759	11.414546156298048	0.3608	22505	Chr8
ENSG0000004760	-7.334022733463569	0.7599	54694	Chr23
ENSG0000004761	-5.868834881764729	0.262	31141	Chr6
ENSG0000004762	-8.326448829320768	0.5323	61243	Chr13
ENSG0000004763	-6.659711732252726	0.0683	42708	Chr20
ENSG0000004764	-4.24661997515479	0.3157	34555	Chr9
ENSG0000004765	10.872366810715658	0.1623	65196	Chr6
ENSG0000004766	8.05793625462755	0.7175	67897	Chr11
ENSG0000004767	7.334522439375362	0.3133	40675	Chr14
ENSG0000004768	4.846812164858428	0.1481	45500	Chr11
ENSG0000004769	-8.498082670902441	0.7983	122601	Chr1
ENSG0000004770	-5.739575063753769	0.7016	7869	Chr5
ENSG0000004771	-1.6904314133681895	0.706	73750	Chr1
ENSG0000004772	3.214326378157439	0.2487	12782	Chr10
ENSG0000004773	-10.355236310654504	0.819	63826	Chr16
ENSG0000004774	0.6447643681481439	0.8088	99102	Chr18
ENSG0000004775	3.2422194567895906	0.0771	30364	Chr17
ENSG0000004776	0.31748753135896113	0.6933	67655	Chr21
ENSG0000004777	5.275449070232972	0.754	10175	Chr11
ENSG0000004778	2.5660356403259637	0.3688	31766	Chr12
ENSG0000004779	3.1876739457659014	0.2713	29480	Chr3
ENSG0000004780	3.36536933427729	0.5205	43633	Chr3
ENSG0000004781	0.7693218391067763	0.8307	66203	Chr2
ENSG0000004782	1.2632917314915846	0.5027	68702	Chr23
ENSG0000004783	-1.0859882473449336	0.5122	67174	Chr23
ENSG0000004784	-4.482973446221597	0.6562	31089	Chr20
ENSG0000004785	-4.1089678270553955	0.0076	33826	Chr7
ENSG0000004786	-7.9089158484571085	0.654	37161	Chr14
ENSG0000004787	-1.251681532723656	0.2769	26031	Chr1
ENSG0000004788	-7.81301493991672	0.0054	3726	Chr10
ENSG0000004789	-5.681921943596365	0.0515	47374	Chr4
ENSG0000004790	-2.596836327673344	0.5781	69530	Chr7
ENSG0000004791	4.131583204831449	0.2883	52135	Chr10
ENSG0000004792	1.3839875075630683	0.7089	28066	Chr9
ENSG0000004793	8.55032636382646	0.6768	106534	Chr14
ENSG0000004794	5.0918574502501475	0.6987	69456	Chr3
ENSG0000004795	-2.109373249636974	0.671	88759	Chr2
ENSG0000004796	6.215512767808691	0.9386	44954	Chr19
ENSG0000004797	-8.953078728676143	0.8735	96174	Chr21
ENSG0000004798	0.7561475389790098	0.0935	31680	Chr18
ENSG0000004799	-5.812860347330496	0.7474	2900	Chr16
ENSG0000004800	10.591339977240468	0.8392	40214	Chr5
ENSG0000004801	-1.577456280838085	0.3211	14102	Chr2
ENSG0000004802	-1.6773466703487019	0.6579	51505	Chr17
ENSG0000004803	4.27620460128575	0.4221	58489	Chr21
ENSG0000004804	4.910623518220532	0.0408	3046	Chr11
ENSG0000004805	0.8153449574535253	0.5393	57371	Chr22
ENSG0000004806	1.287263837278977	0.3383	80239	Chr5
ENSG0000004807	-4.023230325030175	0.2127	44534	Chr17
ENSG0000004808	-0.5526135647190716	0.1939	20434	Chr21
ENSG0000004809	6.644102166390903	0.6973	22887	Chr3
ENSG0000004810	-5.1514917186145315	0.7715	43954	Chr16
ENSG0000004811	10.540410841730317	0.3741	18135	Chr9
ENSG0000004812	0.3043335099597365	0.298	43075	Chr1
ENSG0000004813	-2.009278373611449	0.6048	8558	Chr9
ENSG0000004814	-4.809233466669876	0.6188	41358	Chr10
ENSG0000004815	4.1275338931454035	0.9844	26696	Chr22
ENSG0000004816	2.8258300913105217	0.8803	35683	Chr20
ENSG0000004817	-0.6475091826276327	0.6	5389	Chr3
ENSG0000004818	6.362150048166056	0.5678	19740	Chr12
ENSG0000004819	1.0134670494345313	0.9739	3868	Chr16
ENSG0000004820	-1.6865659937766084	0.3597	415	Chr10
ENSG0000004821	5.279546600968175	0.0954	19047	Chr8
ENSG0000004822	-7.528759441555319	0.0297	55714	Chr4
ENSG0000004823	-0.14592935141730984	0.3716	17682	Chr6
ENSG0000004824	6.977545153247497	0.4106	40794	Chr8
ENSG0000004825	-3.574433663038245	0.7152	4797	Chr8
ENSG0000004826	-6.426465006787097	0.4017	39067	Chr9
ENSG0000004827	3.8832832402097734	0.6723	6708	Chr16
ENSG0000004828	-11.64170837104508	0.2363	33033	Chr14
ENSG0000004829	6.62970737328126	0.8679	14489	Chr15
ENSG0000004830	-4.736051430866808	0.7099	7037	Chr13
ENSG0000004831	0.8019358931671663	0.3449	17758	Chr14
ENSG0000004832	9.218962284207416	0.6544	97960	Chr19
ENSG0000004833	2.958158776352884	0.427	38935	Chr12
ENSG0000004834	-3.9617581202573686	0.1407	49468	Chr16
ENSG0000004835	-0.2834083398189703	0.8106	7521	Chr12
ENSG0000004836	4.133994069324542	0.5234	2200	Chr22
ENSG0000004837	5.058608611029143	0.7704	55698	Chr20
ENSG0000004838	8.548882972903684	0.1717	24389	Chr17
ENSG0000004839	9.776978370149335	0.7101	45700	Chr14
ENSG0000004840	-0.5680263619488689	0.1864	65119	Chr23
ENSG0000004841	-0.5926779194843791	0.8465	50639	Chr19
ENSG0000004842	0.19936081168545	0.6922	5566	Chr14
ENSG0000004843	-4.826121164547226	0.5721	6033	Chr1
ENSG0000004844	-0.9118896273557422	0.027	46576	Chr8
ENSG0000004845	6.832689549383947	0.8973	41506	Chr21
ENSG0000004846	-2.365926566805921	0.6976	26604	Chr21
ENSG0000004847	7.757514378938679	0.0332	1290	Chr14
ENSG0000004848	-6.9814727583665555	0.3034	40498	Chr18
ENSG0000004849	2.862754930959448	0.7701	8492	Chr23
ENSG0000004850	-7.123103558069362	0.6353	8308	Chr8
ENSG0000004851	-0.1602173678998707	0.1221	37920	Chr22
ENSG0000004852	-5.139196503817583	0.6921	4717	Chr22
ENSG0000004853	17.445584982096165	0.1587	89451	Chr2
ENSG0000004854	-1.3150159418857157	0.1635	67392	Chr22
ENSG0000004855	3.7973432648381493	0.6507	26643	Chr10
ENSG0000004856	3.115695203911066	0.2804	30924	Chr14
ENSG0000004857	-2.2132926017557715	0.5663	23930	Chr17
ENSG0000004858	3.690005338479671	0.6235	22948	Chr5
ENSG0000004859	-3.4237741514758993	0.4913	15867	Chr12
ENSG0000004860	0.8668422380659297	0.7543	14050	Chr8
ENSG0000004861	1.0774168645309272	0.9872	52207	Chr4
ENSG0000004862	-9.037808232516678	0.3102	7504	Chr20
ENSG0000004863	6.587730775945474	0.7969	4205	Chr1
ENSG0000004864	-6.366917351177821	0.6704	44439	Chr6
ENSG0000004865	-2.047430755604015	0.1793	63857	Chr18
ENSG0000004866	-5.329983872364473	0.5866	69766	Chr19
ENSG0000004867	5.41988184047474	0.8134	27286	Chr9
ENSG0000004868	-3.7880786707355925	0.1842	67722	Chr23
ENSG0000004869	3.1023638064875763	0.4165	5571	Chr7
ENSG0000004870	0.7583321115620124	0.3889	3805	Chr7
ENSG0000004871	-4.071004308899736	0.7833	15749	Chr11
ENSG0000004872	-6.275568681199884	0.6714	94	Chr22
ENSG0000004873	4.978116018780332	0.8915	60253	Chr19
ENSG0000004874	-3.85136467624081	0.0101	47919	Chr7
ENSG0000004875	-1.2831709780232623	0.4982	56255	Chr23
ENSG0000004876	-8.615408008392821	0.4819	19638	Chr23
ENSG0000004877	-1.056200955160792	0.2527	57724	Chr22
ENSG0000004878	5.488551373999963	0.1986	64657	Chr11
ENSG0000004879	-3.3163154009398754	0.8686	66913	Chr3
ENSG0000004880	-6.585215717719441	0.3584	42993	Chr6
ENSG0000004881	-2.8325865154631735	0.5055	15504	Chr15
ENSG0000004882	4.048427883625	0.5004	15736	Chr2
ENSG0000004883	5.751731007046033	0.868	34069	Chr22
ENSG0000004884	-11.721725660952863	0.7922	40154	Chr10
ENSG0000004885	2.485186682662464	0.0775	34883	Chr11
ENSG0000004886	-13.965465836207978	0.9689	34989	Chr17
ENSG0000004887	-0.17586668895134683	0.9336	1543	Chr6
ENSG0000004888	-1.6846262871886095	0.9375	31605	Chr8
ENSG0000004889	-3.788285714875879	0.8431	53220	Chr23
ENSG0000004890	2.587778631374325	0.6042	26477	Chr12
ENSG0000004891	-2.997173817688617	0.3028	71110	Chr7
ENSG0000004892	-1.2775272528148904	0.3166	67651	Chr6
ENSG0000004893	-1.7275143161734643	0.1142	125791	Chr7
ENSG0000004894	1.89516224961658	0.137	64925	Chr8
ENSG0000004895	1.0738138217900774	0.3644	22947	Chr19
ENSG0000004896	-6.670182529595646	0.9751	22959	Chr8
ENSG0000004897	4.150183516656736	0.1396	96228	Chr4
ENSG0000004898	-5.79021468926471	0.1577	15160	Chr18
ENSG0000004899	-1.3888018991305375	0.8388	19260	Chr1
ENSG0000004900	1.4759540915745255	0.8578	4879	Chr2
ENSG0000004901	-0.2796405103833556	0.077	45569	Chr11
ENSG0000004902	2.734159104672776	0.4339	55248	Chr8
ENSG0000004903	1.4875762240372872	0.914	29012	Chr9
ENSG0000004904	0.6698160491205772	0.9793	92627	Chr6
ENSG0000004905	0.20958941855061564	0.1964	46754	Chr14
ENSG0000004906	-2.699278785715047	0.5587	6531	Chr17
ENSG0000004907	-4.6798424710460385	0.5084	59624	Chr14
ENSG0000004908	-1.484572490254761	0.1781	6212	Chr21
ENSG0000004909	5.189455459722673	0.2684	146346	Chr18
ENSG0000004910	-1.051215821527905	0.6506	1150	Chr12
ENSG0000004911	10.586278521473936	0.9247	52405	Chr3
ENSG0000004912	-0.7591113580545656	0.382	71193	Chr2
ENSG0000004913	2.506800629747939	0.9534	71633	Chr11
ENSG0000004914	-1.5959026725714929	0.4834	13381	Chr9
ENSG0000004915	1.6307347323821155	0.4618	3644	Chr14
ENSG0000004916	-1.8433058524389052	0.1161	47556	Chr22
ENSG0000004917	1.591744202484817	0.9004	4795	Chr14
ENSG0000004918	7.662280510977134	0.5387	6885	Chr7
ENSG0000004919	4.211716333323131	0.7118	54145	Chr22
ENSG0000004920	-0.4754494423344769	0.0887	86533	Chr5
ENSG0000004921	-6.250479230992889	0.7728	45858	Chr14
ENSG0000004922	8.62152997519777	0.8664	6221	Chr3
ENSG0000004923	-17.295935431072863	0.2803	119397	Chr16
ENSG0000004924	-2.4089461749222707	0.603	58145	Chr4
ENSG0000004925	-4.164142854028265	0.7852	55363	Chr9
ENSG0000004926	2.1910163180106226	0.3129	82487	Chr17
ENSG0000004927	0.6501676223544234	0.9493	33037	Chr13
ENSG0000004928	-1.359550573048456	0.3937	14784	Chr17
ENSG0000004929	1.236060297329123	0.5092	20042	Chr23
ENSG0000004930	-1.7882663396141043	0.5332	44148	Chr21
ENSG0000004931	-2.7603071359842977	0.8011	32476	Chr13
ENSG0000004932	-10.674548263199997	0.6189	8092	Chr13
ENSG0000004933	1.816290948421737	0.9424	18320	Chr11
ENSG0000004934	-3.4389153761566735	0.9568	29434	Chr2
ENSG0000004935	-1.9242824319200866	0.2706	50261	Chr5
ENSG0000004936	-2.3870242315571173	0.3588	15164	Chr3
ENSG0000004937	3.980642402826517	0.5798	658	Chr1
ENSG0000004938	-3.613872866705026	0.0357	44766	Chr11
ENSG0000004939	-4.655597303737221	0.5667	1224	Chr16
ENSG0000004940	-1.7921397820821938	0.0874	10298	Chr18
ENSG0000004941	-4.0444509891328595	0.595	2546	Chr8
ENSG0000004942	-2.710155997454162	0.2383	46031	Chr15
ENSG0000004943	7.545346720214984	0.9358	48041	Chr1
ENSG0000004944	-2.7947773568657963	0.4203	64582	Chr7
ENSG0000004945	-4.953714334832286	0.9433	6013	Chr18
ENSG0000004946	6.327324773006195	0.9445	54036	Chr6
ENSG0000004947	8.49494231265026	0.0839	62105	Chr3
ENSG0000004948	4.0302207637277805	0.4619	955	Chr13
ENSG0000004949	-3.436256740518377	0.1418	30045	Chr12
ENSG0000004950	-2.879060428103632	0.4986	30876	Chr5
ENSG0000004951	-0.1984403411933871	0.7299	33863	Chr18
ENSG0000004952	-0.4903110718228002	0.4918	67525	Chr15
ENSG0000004953	-1.8658806631616098	0.9962	7033	Chr9
ENSG0000004954	1.860497975128128	0.1713	32382	Chr18
ENSG0000004955	7.306565709967577	0.6689	15152	Chr1
ENSG0000004956	3.3439107708998157	0.2829	19827	Chr13
ENSG0000004957	12.526480712887068	0.4992	12761	Chr14
ENSG0000004958	5.1416601253265695	0.0492	63784	Chr7
ENSG0000004959	0.5072188257477558	0.05	17654	Chr15
ENSG0000004960	0.22238956632965645	0.9427	52261	Chr1
ENSG0000004961	-0.6507659545828542	0.012	16903	Chr20
ENSG0000004962	-4.132249418506608	0.518	74517	Chr20
ENSG0000004963	-6.899336416902321	0.7672	8734	Chr1
ENSG0000004964	-2.851638393999012	0.6842	74622	Chr21
ENSG0000004965	-1.1962456852574617	0.236	48430	Chr19
ENSG0000004966	-4.580331269482333	0.8771	90484	Chr6
ENSG0000004967	-3.9635735911017944	0.4484	12374	Chr2
ENSG0000004968	0.7884220594857237	0.2082	52817	Chr1
ENSG0000004969	-4.047408558375742	0.4026	51422	Chr3
ENSG0000004970	-4.772562729229627	0.1998	22270	Chr4
ENSG0000004971	1.4472750497237719	0.8629	22387	Chr22
ENSG0000004972	7.778589222509328	0.4526	83396	Chr8
ENSG0000004973	5.38750075216911	0.6226	28280	Chr5
ENSG0000004974	0.5589212023684664	0.6751	15489	Chr21
ENSG0000004975	2.814382744987678	0.631	2987	Chr13
ENSG0000004976	0.11341444664450036	0.2407	71153	Chr2
ENSG0000004977	-0.6564595083189927	0.1493	24512	Chr14
ENSG0000004978	4.935452942383566	0.2507	67415	Chr15
ENSG0000004979	-2.1167101592350086	0.1177	47134	Chr11
ENSG0000004980	-3.459732955518308	0.5687	18786	Chr6
ENSG0000004981	-3.860803048180566	0.1094	53880	Chr22
ENSG0000004982	-7.921103309098649	0.1461	95919	Chr10
ENSG0000004983	4.707606742898252	0.6099	21205	Chr4
ENSG0000004984	-0.647218680609028	0.7003	10070	Chr4
ENSG0000004985	-1.9763272514537642	0.2122	80054	Chr14
ENSG0000004986	4.988086081639562	0.5677	88030	Chr21
ENSG0000004987	0.40637586750916144	0.8228	65634	Chr13
ENSG0000004988	2.9439429127757317	0.7128	11350	Chr6
ENSG0000004989	-4.065621930117535	0.6553	23580	Chr7
ENSG0000004990	10.47791170786274	0.217	22914	Chr3
ENSG0000004991	2.2658745418221855	0.0136	105394	Chr6
ENSG0000004992	-4.5159093211097305	0.4944	5776	Chr21
ENSG0000004993	-0.7199904017178274	0.2931	22690	Chr16
ENSG0000004994	-0.15710833234685515	0.1529	29618	Chr15
ENSG0000004995	-10.304489257738345	0.9778	28001	Chr6
ENSG0000004996	6.074628571859785	0.3236	18513	Chr10
ENSG0000004997	6.658475252922749	0.732	61681	Chr20
ENSG0000004998	-0.6531628266760132	0.1223	34307	Chr16
ENSG0000004999	5.57200590955115	0.9219	53719	Chr13
ENSG0000005000	4.307787497559929	0.0556	551	Chr8
ENSG0000005001	-1.3729661924141783	0.2493	23680	Chr20
ENSG0000005002	1.7397292268176179	0.0588	80517	Chr8
ENSG0000005003	2.7749235679263378	0.0045	9616	Chr9
ENSG0000005004	-0.2483985199491039	0.2836	19004	Chr7
ENSG0000005005	-6.086880426498119	0.0032	151567	Chr6
ENSG0000005006	2.7007189936589966	0.9946	8854	Chr2
ENSG0000005007	6.88747056959529	0.7374	47221	Chr23
ENSG0000005008	1.8435593830801902	0.1033	81864	Chr23
ENSG0000005009	7.360839610669578	0.6923	131	Chr13
ENSG0000005010	-2.734481009539471	0.6616	68544	Chr13
ENSG0000005011	6.008196402119755	0.3932	9091	Chr21
ENSG0000005012	4.976138261363168	0.0471	66337	Chr1
ENSG0000005013	0.9935788446953365	0.6837	58039	Chr4
ENSG0000005014	-5.50697178030077	0.1773	77055	Chr8
ENSG0000005015	1.4525891907400705	0.3712	27896	Chr19
ENSG0000005016	3.3525696051916256	0.8922	3050	Chr7
ENSG0000005017	5.5171019851234515	0.9721	10631	Chr5
ENSG0000005018	-2.8359425326641774	0.4507	44685	Chr23
ENSG0000005019	1.619490617391214	0.0329	25856	Chr6
ENSG0000005020	3.18941913130854	0.8421	74193	Chr16
ENSG0000005021	5.824866445256987	0.9028	80469	Chr1
ENSG0000005022	-2.106290274563915	0.285	33391	Chr4
ENSG0000005023	5.739284179243711	0.1424	40253	Chr19
ENSG0000005024	-3.9492874124849426	0.2809	93742	Chr12
ENSG0000005025	6.900748453496744	0.7874	47873	Chr1
ENSG0000005026	-3.9933209402559724	0.084	43818	Chr13
ENSG0000005027	7.840694400868733	0.2	29395	Chr6
ENSG0000005028	-2.817876894603064	0.773	56076	Chr17
ENSG0000005029	-2.463448077442311	0.6417	41025	Chr15
ENSG0000005030	-2.075498107235403	0.7304	84746	Chr23
ENSG0000005031	1.4530371090961771	0.3118	5008	Chr23
ENSG0000005032	-8.137725788139058	0.5461	31529	Chr17
ENSG0000005033	-0.4022496853852944	0.4719	4428	Chr19
ENSG0000005034	2.397325352163225	0.7252	54186	Chr12
ENSG0000005035	0.26669805889440584	0.1711	43474	Chr4
ENSG0000005036	-4.840654625950442	0.3028	51944	Chr10
ENSG0000005037	-11.330171148870923	0.9411	41560	Chr10
ENSG0000005038	-7.9332981054485625	0.3902	17264	Chr16
ENSG0000005039	3.5977775151602565	0.8618	4363	Chr18
ENSG0000005040	0.6118522730450264	0.5801	6787	Chr19
ENSG0000005041	6.359326895014608	0.1674	45524	Chr11
ENSG0000005042	-3.770253371910875	0.5969	56935	Chr1
ENSG0000005043	-2.8677589443405345	0.1774	8721	Chr21
ENSG0000005044	0.5273420087972656	0.1769	39654	Chr9
ENSG0000005045	-2.023452981627088	0.3724	6825	Chr14
ENSG0000005046	-11.11705565421107	0.0499	38448	Chr5
ENSG0000005047	-4.167872532782841	0.7138	25026	Chr9
ENSG0000005048	1.0004016863494298	0.1159	3204	Chr14
ENSG0000005049	-4.122464813549567	0.7466	32490	Chr1
ENSG0000005050	-2.914113109636402	0.7402	59262	Chr3
ENSG0000005051	0.3103965873325965	0.7896	112311	Chr13
ENSG0000005052	-3.781286381559184	0.3837	33261	Chr21
ENSG0000005053	3.754755118239877	0.5904	81595	Chr23
ENSG0000005054	6.4443915520306785	0.8005	58874	Chr20
ENSG0000005055	-5.410151141820247	0.051	32956	Chr17
ENSG0000005056	-3.726041970886204	0.0183	22162	Chr15
ENSG0000005057	-4.072887458483168	0.6729	18942	Chr22
ENSG0000005058	-0.44833837771522045	0.303	15539	Chr6
